EXP_ID,MODEL,DATASET,CUT_LAYER,NUM_CLIENTS,NUM_ROUNDS,EPOCHS_PER_CLIENT,POISONING_RATE,TARGET_LABEL,ATTACK,TRIGGER_SIZE,ATTACK_MODE,ET,CDA,ASR
0,resnet18,GTSRB,1,10,55,1,0.1,0,badnet,0.08,all-to-one,1356.056305951206,95.76405384006334,70.98970704671417
