EXP_ID,MODEL,DATASET,CUT_LAYER,NUM_CLIENTS,NUM_ROUNDS,EPOCHS_PER_CLIENT,POISONING_RATE,TARGET_LABEL,ATTACK,TRIGGER_SIZE,ATTACK_MODE,ET,CDA,ASR
0,resnet18,CIFAR10,1,10,60,1,0.1,0,blend,0.08,all-to-one,4850.235915085999,81.18,98.67
0,resnet18,CIFAR10,1,10,60,1,0.1,0,blend,0.08,all-to-one,4595.8256257890025,76.93,97.55
