EXP_ID,MODEL,DATASET,CUT_LAYER,NUM_CLIENTS,NUM_ROUNDS,EPOCHS_PER_CLIENT,POISONING_RATE,TARGET_LABEL,ATTACK,TRIGGER_SIZE,ATTACK_MODE,ET,CDA,ASR
0,resnet18,CIFAR10,1,10,60,1,0.1,0,blend,0.08,all-to-one,6535.93891525401,60.13,98.5
0,resnet18,CIFAR10,1,10,60,1,0.1,0,badnet,0.08,all-to-one,6456.115185930976,58.91,0.28
0,resnet18,CIFAR10,1,10,60,1,0.1,0,sig,0.08,all-to-one,6517.488039048039,53.07,82.24
